Number|Description|Qty|Estimate Amount|Taxes|Replacement Cost Total|Age / Cond. / Life|Less Depreciation|Actual Cash Value|Paid|Estimated Remaining|Page Number
4222|Mongo Men's socks|4.00 EA|$53.12|$2.32|$55.44|1y/Avg./3y|-$18.48|$36.96|$0.00|$18.48|1
4223|Bombas, Women wool socks|5.00 EA|$65.00|$2.84|$67.84|5y/Avg./3y|-$54.27|$13.57|$0.00|$54.27|1
4224|Old Navy, Women's t-shirt|1.00 EA|$12.99|$0.57|$13.56|1y/Avg./8y|-$1.69|$11.87|$0.00|$1.69|1
4225|No Boundaries, Mini crossbody bag|1.00 EA|$12.95|$1.08|$14.03|5y/Avg./4y|-$11.22|$2.81|$0.00|$11.22|1
4226|Vesuvio Napoli, Men's tie|30.00 EA|$388.50|$17.00|$405.50|2y/Avg./8y|-$101.38|$304.12|$0.00|$101.38|1
4227|Hanes, Men crew socks 8pk|2.00 EA|$24.00|$1.05|$25.05|0.75y/Avg./3y|-$6.26|$18.79|$0.00|$6.26|1
4228|The container store, Wire storage basket|3.00 EA|$23.97|$2.01|$25.98|3 y/ Avg. /10 y|-$7.79|$18.19|$0.00|$7.79|1
4229|Next level apparel, Men's crewneck t-shirt|1.00 EA|$7.95|$0.35|$8.30|1y/Avg./8y|-$1.03|$7.27|$0.00|$1.03|1
4230|Natural Life, Velvet button down|1.00 EA|$6.00|$0.26|$6.26|0.33 y/ Avg. /8 y|-$0.26|$6.00|$0.00|$0.26|1
4231|Dr. Motion, women's socks|20.00 EA|$120.00|$5.25|$125.25|3.5y/ Avg. /3 y|-$100.20|$25.05|$0.00|$100.20|1
4232|Fashion jewelry, Sailboat Earrings|1.00 EA|$5.99|$0.50|$6.49|4y/Avg./0y|-$0.00|$6.49|$0.00|$0.00|1
4233|Michael's, Drastring small bag|2.00 EA|$11.98|$1.00|$12.98|4y/Avg./20y|-$2.60|$10.38|$0.00|$2.60|1
4234|Brightroom, Laundry bag|6.00 EA|$24.00|$2.01|$26.01|1y/Avg./10 y|-$2.60|$23.41|$0.00|$2.60|1
4235|Samsung, 65" Class Qled 4k|1.00 EA|$630.00|$52.76|$682.76|5 y/ Avg. /10 y|-$341.38|$341.38|$0.00|$341.38|1
4236|Herman Miller, Aeron Chair|1.00 EA|$1,330.00|$111.39|$1,441.39|4y/Avg./10y|-$576.56|$864.83|$0.00|$576.56|185
4237|QW Furniture, Amish queen anne sofa table|1.00 EA|$1,001.00|$83.83|$1,084.83|5 y/ Avg. /20 y|-$271.21|$813.62|$0.00|$271.21|185
4238|Greyson Living, Elaine Paisley: Wingback Queen Anne Accent Chair Verified, Bed Bath and Beyond|2.00 EA|$1,957.54|$163.94|$2,121.48|6y/Avg./10y|-$1,272.88|$848.60|$0.00|$1,272.88|185
4239|Bush Home, Saratoga shape computer desk with drawers BushHome.com|1.00 EA|$724.99|$60.72|$785.71|6y/Avg./20y|-$235.72|$549.99|$0.00|$235.72|185
4240|Asus, ROG Strix 27" 1440P OLED Gaming Monitor (XG27AQDMG) Verified, Best Buy|1.00 EA|$649.99|$54.44|$704.43|4y/Avg./4.5y|-$563.54|$140.89|$0.00|$563.54|185
4241|Carter Club, Down comforter Macy's|1.00 EA|$300.00|$25.13|$325.13|4y/ Avg. /10 y|-$130.05|$195.08|$0.00|$130.05|185
4242|Epson, Workforce es-580w wireless duplex document scanner|1.00 EA|$429.99|$36.01|$466.00|6y/Avg./10y|-$279.60|$186.40|$0.00|$279.60|185
4243|Etsy, Custom box valance 14" 50"|1.00 EA|$397.45|$33.29|$430.74|5y/Avg./10y|-$215.38|$215.36|$0.00|$215.38|185
4244|Coach, Juliet Shoulder Bag|1.00 EA|$395.00|$33.08|$428.08|2y/Avg./4y|-$214.04|$214.04|$0.00|$214.04|185
4245|One Allium Way, Footstool with Oueen Anne Legs|1.00 EA|$309.99|$25.96|$335.95|6y/Avg./20y|-$100.79|$235.16|$0.00|$100.79|185
4246|OWC, Thunderbolt 12-port 3-dock for Windows & MACI|1.00 EA|$299.00|$25.04|$324.04|4y/Avg./0y|-$0.00|$324.04|$0.00|$0.00|185
4247|Kate Spade, Leather Work Tote|1.00 EA|$298.00|$24.96|$322.96|3 y/ Avg. /4 y|-$242.22|$80.74|$0.00|$242.22|185
4248|Kate Spade, Saffiano Leather Small Convertible Crossbody|1.00 EA|$298.00|$24.96|$322.96|4.5y/ Avg. /4y|-$258.37|$64.59|$0.00|$258.37|185
4249|GlassesShop, Eyeglasses|1.00 EA|$294.90|$24.70|$319.60|1y/Avg./10y|-$31.96|$287.64|$0.00|$31.96|185
4250|Stanley Furnishings, Cinderella Chair|1.00 EA|$279.47|$23.41|$302.88|8 y/ Avg. /10 y|-$242.31|$60.57|$0.00|$242.31|185
4251|various brands, Books allowance hardcover (10)($25 each)|1.00 EA|$250.00|$20.94|$270.94|6y/Avg./1y|-$135.47|$135.47|$0.00|$135.47|185
4252|Raymour & Flanigan, Remy area rug 5'3" X 7'3"|1.00 EA|$249.95|$20.93|$270.88|3 y/ Avg. /10 y|-$81.27|$189.61|$0.00|$81.27|185
4253|various brands, Books allowance softcover (16)($15 each)|1.00 EA|$240.00|$20.10|$260.10|6y/Avg./1y|-$130.05|$130.05|$0.00|$130.05|185
4254|Kate Spade, Devin Crossbody Bag|1.00 EA|$228.00|$19.10|$247.10|3 y/ Avg. /4 y|-$185.33|$61.77|$0.00|$185.33|185
4255|Nikon, Coolpix 3300 retro point and shoot camera ^The amount of RC Benefits remaining and/or paid is subject to policy limitations.|1.00 EA|$219.99|$18.42|$238.41|7 y/ Avg. /20 y|-$83.45|$154.96|$0.00|$83.45|185
4256|Auking, Projector 2024 auto focus|1.00 EA|$199.99|$16.75|$216.74|3 y/ Avg. /10 y|-$65.03|$151.71|$0.00|$65.03|1
4257|Brother, Laser printer|1.00 EA|$199.99|$16.75|$216.74|4y/Avg./10y|-$86.70|$130.04|$0.00|$86.70|1
4258|Ann Taylor, The notched two button blazer in double knit|1.00 EA|$198.00|$16.58|$214.58|1.5 y/ Avg. /8 y|-$40.24|$174.34|$0.00|$40.24|1
4259|Raymour & Flanigan, Colebrook dining chair|||||||DUPLICATE|$0.00|$0.00|1
4260|Tyler Rodan, Multiple pocket handbag Handbag (vintage)|1.00 EA|$175.00|$14.66|$189.66|6y/Avg./4y|-$151.73|$37.93|$0.00|$151.73|1
4261|Kodak, Pixpro fz45 friendly zoom digital camera|1.00 EA|$129.95|$10.88|$140.83|3 y/ Avg. /20 y|-$21.12|$119.71|$0.00|$21.12|1
4262|Dayton, Bionaire Pedestal Floor Fan|1.00 EA|$120.99|$10.13|$131.12|4y/Avg./10y|-$52.45|$78.67|$0.00|$52.45|1
4263|Brother, Wireless hl-12405w Compact monochrome laser printer|1.00 EA|$119.99|$10.05|$130.04|4.5 y/ Avg. /10 y|-$58.52|$71.52|$0.00|$58.52|1
4264|Positano Vintage 90's Shirt|1.00 EA|$105.00|$4.59|$109.59|3 y/ Avg. /8 y|-$41.10|$68.49|$0.00|$41.10|1
4265|Gun Toten Mamas Tooled Cowhide Handbag|1.00 EA|$105.00|$8.79|$113.79|4y/Avg./4y|-$91.03|$22.76|$0.00|$91.03|1
4266|Vera Bradley, Laptop Travel Tote from A to Vera initials|1.00 EA|$89.99|$7.54|$97.53|4y/Avg./20y|-$19.51|$78.02|$0.00|$19.51|1
4267|TUMUCUTE, Wire Cube Storage Organizer|2.00 EA|$175.98|$14.74|$190.72|6y/Avg./10y|-$114.43|$76.29|$0.00|$114.43|1
4268|CHIAROSCURO, Vintage Leather Bag|1.00 EA|$85.00|$7.12|$92.12|4y/Avg./4y|-$73.70|$18.42|$0.00|$73.70|1
4269|Banana Republic, Men's long sleeve blue shirt|1.00 EA|$80.00|$3.50|$83.50|3 y/ Avg. /8 y|-$31.31|$52.19|$0.00|$31.31|1
4270|Banana Republic, Men's slim-fit wrinkle resistance dress shirt|1.00 EA|$80.00|$3.50|$83.50|3 y/ Avg. /8 y|-$31.31|$52.19|$0.00|$31.31|1
4271|Jessica Simpson, Yellow Leather Bag|1.00 EA|$80.00|$6.70|$86.70|3 y/ Avg. / 4 y|-$65.03|$21.67|$0.00|$65.03|1
4272|Ralph Lauren, Bamboo denim bag|1.00 EA|$80.00|$6.70|$86.70|4y/Avg./4y|-$69.36|$17.34|$0.00|$69.36|1
4273|Banans Republic, Men's dot print dress shirt|1.00 EA|$80.00|$3.50|$83.50|3 y/ Avg. /8 y|-$31.31|$52.19|$0.00|$31.31|1
4274|Banana Republic, Men's long sleeve plaid shirt|2.00 EA|$160.00|$7.00|$167.00|3 y/ Avg. /8 y|-$62.63|$104.37|$0.00|$62.63|1
4275|Generic, 2 pc linen set matching top and pants|1.00 EA|$79.99|$3.50|$83.49|2y/Avg./8y|-$20.88|$62.61|$0.00|$20.88|1
4276|Sun Zero, Window curtain 50 x 84|1.00 EA|$78.00|$6.53|$84.53|6y/Avg./10y|-$50.72|$33.81|$0.00|$50.72|1
4277|Mina & Company, Women's floral silk top|1.00 EA|$75.00|$3.28|$78.28|4.5y/ Avg. /8y|-$44.04|$34.24|$0.00|$44.04|1
4278|Sulugood, Roman shades with magnetic strip|2.00 EA|$149.80|$12.55|$162.35|4y/Avg./0y|-$0.00|$162.35|$0.00|$0.00|1
4279|Loft, Floral d-ring blouse|1.00 EA|$69.95|$3.06|$73.01|4.5y/ Avg. /8y|-$41.07|$31.94|$0.00|$41.07|1
4280|Magace, Wood jewelry 4 drawers|1.00 EA|$68.89|$5.77|$74.66|6.5 y/ Avg. /10 y|-$48.53|$26.13|$0.00|$48.53|1
4281|Bali, Underwire minimizer bra|1.00 EA|$68.00|$2.98|$70.98|2.5y/ Avg. /3y|-$56.78|$14.20|$0.00|$56.78|1
4282|Fever, Women's sleeveless top|1.00 EA|$68.00|$2.98|$70.98|3y/Avg./8y|-$26.62|$44.36|$0.00|$26.62|1
4283|Triumph, Underwire bra|4.00 EA|$272.00|$11.90|$283.90|2y/Avg./3y|-$189.26|$94.64|$0.00|$189.26|1
4284|Rubbermaid, Plastic Container - Roughneck 25 gallon|4.00 EA|$263.28|$22.05|$285.33|4y/Avg./10y|-$114.13|$171.20|$0.00|$114.13|1
4285|VR Classic, Monogram Vintage Bag|1.00 EA|$65.00|$5.44|$70.44|8 y/ Avg. /4 y|-$56.35|$14.09|$0.00|$56.35|1
4286|Sunbeam, Steam iron|1.00 EA|$59.99|$5.02|$65.01|4y/Avg./10y|-$26.01|$39.00|$0.00|$26.01|1
4287|Anker, Powercore|1.00 EA|$59.99|$5.02|$65.01|1y/Avg./10y|-$6.50|$58.51|$0.00|$6.50|1
4288|Logitech, Wireless mouse (bluetooth)|1.00 EA|$59.99|$5.02|$65.01|4y/Avg./10y|-$26.01|$39.00|$0.00|$26.01|1
4289|Microsoft, X box remote controller|1.00 EA|$59.99|$5.02|$65.01|4y/Avg./5y|-$52.01|$13.00|$0.00|$52.01|1
4290|Marc Jacobs, Gold/Silver bag|1.00 EA|$59.00|$4.94|$63.94|4y/Avg./4y|-$51.15|$12.79|$0.00|$51.15|1
4291|Gunne Sax, Sequin clutch|1.00 EA|$50.00|$4.19|$54.19|1y/Avg./4y|-$13.55|$40.64|$0.00|$13.55|1
4292|Tofy, Women's red jacket with black/white trim|1.00 EA|$49.99|$2.19|$52.18|3 y/ Avg. /8 y|-$19.57|$32.61|$0.00|$19.57|1
4293|Disney, Goofy Rubber Figurine (Collectible)|1.00 EA|$49.99|$4.19|$54.18|4y/Avg./10y|-$21.68|$32.50|$0.00|$21.68|1
4294|Woodaholic, 4 drawer hand painted wooden organizer|1.00 EA|$49.99|$4.19|$54.18|5 y/ Avg. /10 y|-$27.10|$27.08|$0.00|$27.10|1
4295|Logitech, Wireless keyboard (bluetooth)|1.00 EA|$49.99|$4.19|$54.18|3 y/ Avg. /10 y|-$16.26|$37.92|$0.00|$16.26|1
4296|Sonic Bomb, Shaker alarm clock|1.00 EA|$49.99|$4.19|$54.18|6y/Avg./10y|-$32.50|$21.68|$0.00|$32.50|1
4297|Maiden Form, Underwire full|4.00 EA|$184.00|$8.05|$192.05|2y/Avg./3y|-$128.04|$64.01|$0.00|$128.04|1
4298|Abbey, Women's wallet|1.00 EA|$45.00|$3.77|$48.77|4y/Avg./4y|-$39.02|$9.75|$0.00|$39.02|1
4299|Van Hausen, Men's tie|5.00 EA|$225.00|$9.84|$234.84|4y/Avg./8y|-$117.42|$117.42|$0.00|$117.42|1
4300|Evan-Picone, Women's sleeveless blouse|1.00 EA|$44.00|$1.93|$45.93|3 y/ Avg. /8 y|-$17.22|$28.71|$0.00|$17.22|1
4301|St. John's Bay, Pullover sweater|1.00 EA|$44.00|$1.93|$45.93|4.5y/ Avg. /8y|-$25.84|$20.09|$0.00|$25.84|1
4302|Dearfoams, Women's clog slippers|1.00 EA|$44.00|$1.93|$45.93|4.5y/ Avg./3y|-$36.74|$9.19|$0.00|$36.74|1
4303|Catan Studio, Settlers of catan board game|1.00 EA|$43.99|$3.68|$47.67|3 y/ Avg. /5 y|-$28.60|$19.07|$0.00|$28.60|1
4304|Vermont, Fluffy unicorn plush|1.00 EA|$42.99|$3.60|$46.59|1y/Avg./2y|-$23.30|$23.29|$0.00|$23.30|1
4305|Northstar, Duffle bag|1.00 EA|$42.99|$3.60|$46.59|3 y/ Avg. /20 y|-$6.99|$39.60|$0.00|$6.99|1
4306|Hcraft, Black tote bag embroided|1.00 EA|$42.95|$3.60|$46.55|3 y/ Avg. /20 y|-$6.98|$39.57|$0.00|$6.98|1
4307|Aqua, Waffle knit long sleeve sweater|1.00 EA|$41.00|$1.79|$42.79|4.5y/ Avg. /8y|-$24.07|$18.72|$0.00|$24.07|1
4308|Warren Sande, Hello world computer programming for kids and other beggines, paperback|1.00 EA|$39.99|$3.35|$43.34|3 y/ Avg. / ly|-$21.68|$21.66|$0.00|$21.68|1
4309|Old Navy, Chino pants|4.00 EA|$159.96|$7.00|$166.96|4y/Avg./8y|-$83.48|$83.48|$0.00|$83.48|1
4310|Charter club, Women's winter hat|2.00 EA|$79.90|$3.50|$83.40|3.5y/ Avg. /8 y|-$36.49|$46.91|$0.00|$36.49|1
4311|4,311 1. Club Room, Men's plaid flannel shirt|1.00 EA|$39.50|$1.73|$41.23|2y/Avg./8y|-$10.31|$30.92|$0.00|$10.31|1
4312|Ecohub, Travel backpack|1.00 EA|$36.99|$3.10|$40.09|2y/Avg./20y|-$4.01|$36.08|$0.00|$4.01|1
4313|Joe B, Ankle pants|1.00 EA|$36.00|$1.58|$37.58|4y/Avg./8y|-$18.79|$18.79|$0.00|$18.79|1
4314|Modlily, Pink checkered short sleeve cotton blouse|1.00 EA|$34.99|$1.53|$36.52|2y/Avg./8y|-$9.13|$27.39|$0.00|$9.13|1
4315|Ekouager, Pajama set (nib)|1.00 EA|$33.99|$1.49|$35.48|3 y/ Avg. /3 y|-$28.38|$7.10|$0.00|$28.38|1
4316|Samsung, v remote control|1.00 EA|$33.55|$2.81|$36.36|5 y/ Avg. /10 y|-$18.19|$18.17|$0.00|$18.19|1
4317|Reef, Men's slide sandal|1.00 EA|$32.00|$1.40|$33.40|2y/Avg./3y|-$22.26|$11.14|$0.00|$22.26|1
4318|Tru Red, Wire Mesh File Organizer (2)|1.00 EA|$30.19|$2.53|$32.72|3 y/ Avg. /10 y|-$9.82|$22.90|$0.00|$9.82|1
4319|Room Essential, Ironing board|1.00 EA|$30.00|$2.51|$32.51|3 y/ Avg. /10 y|-$9.75|$22.76|$0.00|$9.75|1
4320|Isotoner, Women's winter gloves|5.00 EA|$150.00|$6.56|$156.56|4.5y/ Avg. /8y|-$88.07|$68.49|$0.00|$88.07|1
4321|Aeropostale, Pink short sleeve cotton blouse|1.00 EA|$29.99|$1.31|$31.30|2y/Avg./8y|-$7.83|$23.47|$0.00|$7.83|1
4322|Croft & Barrow, Women's sleeveless knitted top|1.00 EA|$29.99|$1.31|$31.30|2y/Avg./8y|-$7.83|$23.47|$0.00|$7.83|1
4323|Impressions of California, Short sleeve blouse black and white design|1.00 EA|$29.99|$1.31|$31.30|5.5y/ Avg. /8 y|-$21.52|$9.78|$0.00|$21.52|1
4324|Rubbermaid, Clever Store 41qt Latching tote|7.00 EA|$209.93|$17.58|$227.51|4y/Avg./10y|-$91.00|$136.51|$0.00|$91.00|1
4325|Old Navy, Microfleece full zip|1.00 EA|$29.99|$1.31|$31.30|1.5 y/ Avg. /8 y|-$5.87|$25.43|$0.00|$5.87|1
4326|Croft & Barrow, Women's pullover sweater|1.00 EA|$29.99|$1.31|$31.30|2y/Avg./8y|-$7.83|$23.47|$0.00|$7.83|1
4327|Gossby, Novelty Mug "Side by side or miles apart|1.00 EA|$28.99|$2.43|$31.42|1y/Avg./20y|-$1.57|$29.85|$0.00|$1.57|1
4328|Ekouaer, Women's Sport bra|1.00 EA|$28.99|$1.27|$30.26|5 y/ Avg. /3 y|-$24.21|$6.05|$0.00|$24.21|1
4329|Sabai, Fabric embroidered clutch|1.00 EA|$27.99|$2.34|$30.33|1y/Avg./4y|-$7.59|$22.74|$0.00|$7.59|1
4330|Disney, Mickey, Goofy, Minni, Donad & Pluto Playsetrine|1.00 EA|$26.99|$2.26|$29.25|2y/Avg./0y|-$0.00|$29.25|$0.00|$0.00|1
4331|Studio Decor, Photo frame 8"x 10"|2.00 EA|$53.98|$4.52|$58.50|5 y/ Avg. /10 y|-$29.25|$29.25|$0.00|$29.25|1
4332|Ybmhome, Wire Mesh Waste Bin (rectangular)|1.00 EA|$25.99|$2.18|$28.17|3 y/ Avg. /10 y|-$8.45|$19.72|$0.00|$8.45|1
4333|Deilsy, Plastic Hangers, 10 Pack|5.00 EA|$129.95|$10.88|$140.83|7 y/ Avg. /10 y|-$98.59|$42.24|$0.00|$98.59|1
4334|Trendbox, Chinese folding had fan|1.00 EA|$25.99|$2.18|$28.17|1.5y/Avg./10y|-$4.23|$23.94|$0.00|$4.23|189
4335|Frogg Togss, Water proof rain jacket|1.00 EA|$24.99|$1.09|$26.08|3y/Avg./8y|-$9.78|$16.30|$0.00|$9.78|189
4336|Mark Ripetoe, Practical programming paperback|1.00 EA|$24.95|$2.09|$27.04|3 y/ Avg. / y|-$13.53|$13.51|$0.00|$13.53|189
4337|Staples Sheet Protector (100)|1.00 EA|$24.29|$2.03|$26.32|3 y/ Avg. /10 y|-$7.90|$18.42|$0.00|$7.90|189
4338|Refresh Tears Lubricant eye drops 4pk 0.5fl OZ|1.00 EA|$23.49|$1.97|$25.46|0.5 y/ Avg. /10 y|-$1.27|$24.19|$0.00|$1.27|189
4339|Sterilite, Laundry basket white|2.00 EA|$46.94|$3.93|$50.87|3 y/ Avg. /10 y|-$15.26|$35.61|$0.00|$15.26|189
4340|Greenery, Panda bear hat|1.00 EA|$22.99|$1.01|$24.00|1.25 y/ Avg. /8 y|-$3.75|$20.25|$0.00|$3.75|189
4341|Sterilite, 30 storage container|4.00 EA|$91.20|$7.64|$98.84|4y/Avg./10y|-$39.54|$59.30|$0.00|$39.54|189
4342|Isotoner, Women's slip on slippers|1.00 EA|$22.50|$0.98|$23.48|4y/Avg./3y|-$18.78|$4.70|$0.00|$18.78|189
4343|Buddha Stone, Small embroidered crossbody bag|1.00 EA|$21.96|$1.84|$23.80|3 y/ Avg. /4 y|-$17.85|$5.95|$0.00|$17.85|189
4344|Skip Hop, Sesame Street Stack & Pour Bath Buckets (5)|1.00 EA|$19.99|$1.67|$21.66|3 y/ Avg. /20 y|-$3.25|$18.41|$0.00|$3.25|189
4345|Grand Times, Tons of Trivia Game (vintage)|1.00 EA|$19.99|$1.67|$21.66|8 y/ Avg. /5 y|-$17.33|$4.33|$0.00|$17.33|189
4346|Renoj, Resistance Band for Physical Therapy|2.00 EA|$39.98|$3.35|$43.33|2y/Avg./10y|-$8.67|$34.66|$0.00|$8.67|189
4347|Aiibe, 256 GB USB flash drive memory stick|6.00 EA|$119.94|$10.04|$129.98|5 y/ Avg. /10 y|-$64.99|$64.99|$0.00|$64.99|189
4348|Rogat Loeb, The impossible will take a little while, paperback|1.00 EA|$19.99|$1.67|$21.66|3 y/ Avg. / ly|-$10.84|$10.82|$0.00|$10.84|189
4349|Brookstone, Foot roller massager|1.00 EA|$19.99|$1.67|$21.66|2y/Avg./10y|-$4.33|$17.33|$0.00|$4.33|189
4350|Apple, Earpods|1.00 EA|$19.99|$1.67|$21.66|2.5 y/ Avg. /10 y|-$5.42|$16.24|$0.00|$5.42|189
4351|Natalie Rusk, Scratch coding cards|1.00 EA|$19.99|$1.67|$21.66|2y/Avg./0y|-$0.00|$21.66|$0.00|$0.00|189
4352|Taro, Hydrocortisone cream usp 2.5|4.00 EA|$79.96|$6.70|$86.66|1 y/ Avg. /10 y|-$8.67|$77.99|$0.00|$8.67|189
4353|Margaret Andersen, Sociology the essentials paperback|1.00 EA|$19.94|$1.67|$21.61|3y/Avg./1y|-$10.81|$10.80|$0.00|$10.81|189
4354|Mudd, Women's crochet bag|1.00 EA|$19.86|$1.66|$21.52|3 y/ Avg. /4 y|-$16.15|$5.37|$0.00|$16.15|189
4355|Apple, USB Cable|1.00 EA|$19.00|$1.59|$20.59|2y/Avg./10y|-$4.12|$16.47|$0.00|$4.12|189
4356|Apple, USB- cable|||||||DUPLICATE|$0.00|$0.00|189
4357|Apple, USB-C power adapter|||||||DUPLICATE|$0.00|$0.00|189
4358|4M, Kidz Robotix- Hover Racer|1.00 EA|$18.99|$1.59|$20.58|0.5y/ Avg. /2 y|-$5.15|$15.43|$0.00|$5.15|189
4359|Paramic, Utah rocks puzzles|1.00 EA|$18.00|$1.51|$19.51|0.25y/Avg./5y|-$0.98|$18.53|$0.00|$0.98|189
4360|Staples, Astrobrights color paper|1.00 EA|$17.89|$1.50|$19.39|1y/Avg./0y|-$0.00|$19.39|$0.00|$0.00|189
4361|Advantus, Pins for fabric panels with clips (50)|1.00 EA|$17.62|$1.48|$19.10|3 y/ Avg. /10 y|-$5.73|$13.37|$0.00|$5.73|190
4362|Cetaphil, Moisturizing lotion 16fl OZ|1.00 EA|$15.99|$1.34|$17.33|1y/Avg./10y|-$1.73|$15.60|$0.00|$1.73|190
4363|Sterilite, Waste Bin (6 gallon)|1.00 EA|$14.99|$1.26|$16.25|4y/Avg./10y|-$6.50|$9.75|$0.00|$6.50|190
4364|BNpublishing, Quotations from chairman mao tse-tung, paperback|1.00 EA|$14.99|$1.26|$16.25|4y/Avg./ly|-$8.13|$8.12|$0.00|$8.13|190
4365|Hanes, Women's socks 4pk|6.00 EA|$83.94|$3.67|$87.61|3 y/ Avg. /3 y|-$70.09|$17.52|$0.00|$70.09|190
4366|Crayola, Colored pencil 50ct|1.00 EA|$13.89|$1.16|$15.05|3 y/ Avg. /10 y|-$4.52|$10.53|$0.00|$4.52|190
4367|Hamerrmill, Printer 8.5in x lin copy paper ream)|1.00 EA|$13.54|$1.13|$14.67|3 y/ Avg. / O y|-$0.00|$14.67|$0.00|$0.00|190
4368|Loreal, Preference hair dye color 4M|1.00 EA|$12.99|$1.09|$14.08|0.08 y/ Avg. /10 y|-$0.11|$13.97|$0.00|$0.11|190
4369|Magic, Magic trading cards pack)|5.00 EA|$64.95|$5.44|$70.39|6y/Avg./0y|-$0.00|$70.39|$0.00|$0.00|190
4370|Hobby Lobby, 2015 photo frame|1.00 EA|$12.99|$1.09|$14.08|6y/Avg./10y|-$8.44|$5.64|$0.00|$8.44|190
4371|Gradwear, Graduation caps|2.00 EA|$25.90|$1.13|$27.03|6y/Avg./8y|-$20.28|$6.75|$0.00|$20.28|190
4372|Slipper Ginie, Microfiber cleaning slippers|1.00 EA|$11.99|$0.52|$12.51|1y/Avg./3y|-$4.17|$8.34|$0.00|$4.17|190
4373|Sur la table, Stoneware christmas mug|2.00 EA|$23.90|$2.00|$25.90|5.5 y/ Avg. /20 y|-$7.12|$18.78|$0.00|$7.12|190
4374|Hanes, Kid's socks 4pk|3.00 EA|$33.00|$1.44|$34.44|3 y/ Avg. / y|-$27.55|$6.89|$0.00|$27.55|190
4375|Maiden Form, Women's panties|6.00 EA|$66.00|$2.89|$68.89|2y/Avg./3y|-$45.93|$22.96|$0.00|$45.93|190
4376|Neosporin, Original first aid antibiotic ointment 1oz|1.00 EA|$10.99|$0.92|$11.91|1y/Avg./10y|-$1.19|$10.72|$0.00|$1.19|190
4377|Command, Adhesive strips, 6ct|1.00 EA|$10.99|$0.92|$11.91|2.5 y/ Avg. /10 y|-$2.98|$8.93|$0.00|$2.98|190
4378|Staples, 3-Ring binder|12.00 EA|$129.48|$10.84|$140.32|4y/Avg./10y|-$56.13|$84.19|$0.00|$56.13|190
4379|Universal Thread, Graphic t-shirt|3.00 EA|$30.00|$1.31|$31.31|4y/Avg./8y|-$15.66|$15.65|$0.00|$15.66|190
4380|Palmer's, Cocoa formula moisturizing lotion 7.25 fl oz|1.00 EA|$9.99|$0.84|$10.83|0.5 y/ Avg. /10 y|-$0.54|$10.29|$0.00|$0.54|190
4381|Souvenir Magnets (10)|1.00 EA|$9.99|$0.84|$10.83|1y/Avg./10y|-$1.08|$9.75|$0.00|$1.08|190
4382|Body Back, Massager back and foot|1.00 EA|$9.99|$0.84|$10.83|2y/Avg./10y|-$2.17|$8.66|$0.00|$2.17|190
4383|Bto, Wired mouse|1.00 EA|$9.99|$0.84|$10.83|3 y/ Avg. /10 y|-$3.25|$7.58|$0.00|$3.25|190
4384|Gap, Cloth Face Mask|2.00 EA|$19.98|$1.67|$21.65|6y/Avg./10y|-$12.99|$8.66|$0.00|$12.99|190
4385|Scotch, Precision scissors|2.00 EA|$19.98|$1.67|$21.65|3 y/ Avg. /10 y|-$6.49|$15.16|$0.00|$6.49|190
4386|Home, Chenille Chunky Yarn|12.00 EA|$119.88|$10.04|$129.92|3.5 y/ Avg. /10 y|-$45.47|$84.45|$0.00|$45.47|190
4387|Fiskar, Scissors|1.00 EA|$9.99|$0.84|$10.83|2y/Avg./10y|-$2.17|$8.66|$0.00|$2.17|190
4388|Logitech, Wired mouse|1.00 EA|$9.99|$0.84|$10.83|4y/Avg./10y|-$4.34|$6.49|$0.00|$4.34|191
4389|Sterilite, Qt Clear Container White Cover|19.00 EA|$180.31|$15.10|$195.41|4y/Avg./10y|-$78.16|$117.25|$0.00|$78.16|191
4390|Staples, Binder clips (40)|1.00 EA|$9.29|$0.78|$10.07|1y/Avg./10y|-$1.01|$9.06|$0.00|$1.01|191
4391|Swingline, Desktop stapler|1.00 EA|$8.99|$0.75|$9.74|1y/Avg./10y|-$0.98|$8.76|$0.00|$0.98|191
4392|Anker, USB Cable|1.00 EA|$8.99|$0.75|$9.74|3 y/ Avg. /10 y|-$2.93|$6.81|$0.00|$2.93|191
4393|Heybay, Animal Stickers (600)|1.00 EA|$7.99|$0.67|$8.66|1 y/ Avg. /10 y|-$0.87|$7.79|$0.00|$0.87|191
4394|Office Depot, File folder 12pk|1.00 EA|$7.99|$0.67|$8.66|3 y/ Avg. /10 y|-$2.60|$6.06|$0.00|$2.60|191
4395|Nin Jiom, Herbal Candy/Lozenges (60grams)|1.00 EA|$7.94|$0.00|$7.94|1y/Avg./3y|-$2.65|$5.29|$0.00|$2.65|191
4396|Kamelon, Measure tape|1.00 EA|$6.99|$0.59|$7.58|2y/Avg./20y|-$0.76|$6.82|$0.00|$0.76|191
4397|Room Essential, Plastic hanger with clips (4pk)|2.00 EA|$12.00|$1.01|$13.01|4y/Avg./10y|-$5.20|$7.81|$0.00|$5.20|191
4398|Threshold, Photo frame 4" x 6"|2.00 EA|$12.00|$1.01|$13.01|5 y/ Avg. /10 y|-$6.51|$6.50|$0.00|$6.51|191
4399|Annhua, Dental retainer case|1.00 EA|$5.99|$0.50|$6.49|5y/Avg./5y|-$5.19|$1.30|$0.00|$5.19|191
